"","x.Root_Flood_Duration","x.Root_HT_Frequency","x.Root_Drainage_Depth_m","x.Drainage_Amplitude_m"
"1",1,0.36437836060216,-0.884412327235834,-0.333299286566244
"2",0.36437836060216,1,-0.322844484352685,-0.123208658261843
"3",-0.884412327235834,-0.322844484352685,1,0.457726482021309
"4",-0.333299286566244,-0.123208658261843,0.457726482021309,1
