"","MHT_diff_mean","MHT_diff_se","MHHT_diff_mean","MHHT_diff_se","SpringTide_diff_mean","SpringTide_diff_se"
"1",-0.0139,0.0189,-0.0086,0.019,-0.0099,0.0305
